TITRE,REALISATEUR,RUE,CP,ADRESSE,COORDONNEES
MICMACS A TIRE LARIGOT,JEAN PIERRE JEUNET,DE L'OURCQ,75019,PONT DE L'OURCQ 75019 Paris France,
LA BLONDE AUX SEINS NUS,MANUEL PRADAL,DE MONTMARTRE,75018,CIMETIERE DE MONTMARTRE 75018 Paris France,"48.887611, 2.330186"
RTT,FREDERIC BERTHE,HENRI IV,75003,BOULEVARD HENRI IV 75003 Paris France,
RTT,FREDERIC BERTHE,SAINT HONORE,75001,RUE SAINT HONORE 75001 Paris France,"48.864651, 2.33251"
LA HORDE,YANNICK DAHAN,PARISIEN D'IVRY,94200,CIMETIERE PARISIEN D'IVRY 94200 Paris France,
JE NE DIS PAS NON,ILIANA LOLIC,SCHOELCHER,75014,RUE SCHOELCHER 75014 Paris France,
MA MEC A MOI,J.J.ZILBERMANN,DE SUEZ,75018,RUE DE SUEZ 75018 Paris France,
LE PERE DE MES ENFANTS,MIA HANSEN LOVE,DE LA MADELEINE,75008,BOULEVARD DE LA MADELEINE 75008 Paris France,
LE PERE DE MES ENFANTS,MIA HANSEN LOVE,DE LA MICHODIERE,75002,RUE DE LA MICHODIERE 75002 Paris France,
MA MEC A MOI,J.J.ZILBERMANN,DE PANAMA,75018,RUE DE PANAMA 75018 Paris France,
LE PERE DE MES ENFANTS,MIA HANSEN LOVE,SAINTE ANNE,75001,RUE SAINTE ANNE 75001 Paris France,
LA BLONDE AUX SEINS NUS,MANUEL PRADAL,FROCHOT,75009,AVENUE FROCHOT 75009 Paris France,
MA MEC A MOI,J.J.ZILBERMANN,LEON,75018,RUE LEON 75018 Paris France,
MA MEC A MOI,J.J.ZILBERMANN,DE L'ECOLE,75006,RUE DE L'ECOLE 75006 Paris France,"48.850196, 2.326939"
LE PERE DE MES ENFANTS,MIA HANSEN LOVE,CHOISEUL,75002,PASSAGE CHOISEUL 75002 Paris France,
LE PERE DE MES ENFANTS,MIA HANSEN LOVE,DES CAPUCINES,75009,BOULEVARD DES CAPUCINES 75009 Paris France,"48.870442, 2.331035"
LE PERE DE MES ENFANTS,MIA HANSEN LOVE,SAINT AUGUSTIN,75002,RUE SAINT AUGUSTIN 75002 Paris France,
G.I. JOE / DARK SKY,STEPHEN SOMMERS,DE BIR HAKEIM,75015,PONT DE BIR HAKEIM 75015 Paris France,"48.855712, 2.287752"
G.I. JOE / DARK SKY,STEPHEN SOMMERS,DE L'OPERA,75002,AVENUE DE L'OPERA 75002 Paris France,"48.867787, 2.33355"
LA SAINTE VICTOIRE,FRANCOIS FAVRAT,DE HARLAY,75001,RUE DE HARLAY 75001 Paris France,"48.856581, 2.343213"
QUELQUE CHOSE A TE DIRE / LA FAUTE DES MERES,CECILE TELERMAN,MESSIER,75014,RUE MESSIER 75014 Paris France,"48.833991, 2.338087"
AN EDUCATION,LONE SCHERFIG,DE LA TOURNELLE,75005,QUAI DE LA TOURNELLE 75005 Paris France,"48.85042, 2.353546"
AN EDUCATION,LONE SCHERFIG,DE LA TOURNELLE,75005,PORT DE LA TOURNELLE 75005 Paris France,"48.849811, 2.356086"
AN EDUCATION,LONE SCHERFIG,DU VERT GALANT,75001,SQUARE DU VERT GALANT 75001 Paris France,"48.8575, 2.34"
AN EDUCATION,LONE SCHERFIG,DU SQUARE,75001,BERGES DU SQUARE 75001 Paris France,
AN EDUCATION,LONE SCHERFIG,DE MONTEBELLO,75005,PORT DE MONTEBELLO 75005 Paris France,"48.843491, 2.351834"
AN EDUCATION,LONE SCHERFIG,DE MONTEBELLO,75005,QUAI DE MONTEBELLO 75005 Paris France,"48.852351, 2.348252"
LES INSEPARABLES/CIRCUIT FERME,CHRISTINE DORY,DE MESSINE,75008,AVENUE DE MESSINE 75008 Paris France,"48.876521, 2.31272"
LES INSEPARABLES/CIRCUIT FERME,CHRISTINE DORY,DE MONCEAU,75008,RUE DE MONCEAU 75008 Paris France,"48.878061, 2.311403"
CLOWN,MARCO PONTECORVO,SAINT MERRI,75004,RUE SAINT MERRI 75004 Paris France,"48.859604, 2.352546"
CLOWN,MARCO PONTECORVO,SAINT MARTIN,75004,RUE SAINT MARTIN 75004 Paris France,"48.859176, 2.350345"
CLOWN,MARCO PONTECORVO,DEJEAN,75018,RUE DEJEAN 75018 Paris France,"48.887114, 2.350969"
CLOWN,MARCO PONTECORVO,D'ALIGRE,75012,MARCHE D'ALIGRE 75012 Paris France,
POUR ELLE,F. CAVAYE,PABLO CASALS,75015,SQUARE PABLO CASALS 75015 Paris France,
LA FEMME INVISIBLE,AGATHE TEYSSIER,DE LA BASTILLE,75004,PLACE DE LA BASTILLE 75004 Paris France,"48.853183, 2.369144"
POUR ELLE,F. CAVAYE,VERSEAU /15 RUE LINOIS,75015,PARKING VERSEAU /15 RUE LINOIS 75015 Paris France,
POUR ELLE,F. CAVAYE,DE BRAZAVILLE,75015,PLACE DE BRAZAVILLE 75015 Paris France,
POUR ELLE,F. CAVAYE,DE LA CHAPELLE,75018,PORT DE LA CHAPELLE 75018 Paris France,
LA FEMME INVISIBLE,AGATHE TEYSSIER,BERGER,75001,RUE BERGER 75001 Paris France,
LA FEMME INVISIBLE,AGATHE TEYSSIER,SAINT PAUL,75004,PLACE SAINT PAUL 75004 Paris France,
LA FEMME INVISIBLE,AGATHE TEYSSIER,DE RIVOLI,75004,RUE DE RIVOLI 75004 Paris France,"48.858477, 2.348357"
LA FEMME INVISIBLE,AGATHE TEYSSIER,SAINT ANTOINE,75004,RUE SAINT ANTOINE 75004 Paris France,"48.854144, 2.364118"
LA FEMME INVISIBLE,AGATHE TEYSSIER,DU FAUBOURG DU TEMPLE,75010,RUE DU FAUBOURG DU TEMPLE 75010 Paris France,"48.869691, 2.370054"
LA FEMME INVISIBLE,AGATHE TEYSSIER,DES QUATRE FILS,75003,RUE DES QUATRE FILS 75003 Paris France,"48.860634, 2.359347"
LA FEMME INVISIBLE,AGATHE TEYSSIER,VEILLE DU TEMPLE,75003,RUE VEILLE DU TEMPLE 75003 Paris France,
LA FEMME INVISIBLE,AGATHE TEYSSIER,BONNE NOUVELLE,75010,BOULEVARD BONNE NOUVELLE 75010 Paris France,"48.870226, 2.350095"
LA FEMME INVISIBLE,AGATHE TEYSSIER,DE LA REPUBLIQUE,75011,PLACE DE LA REPUBLIQUE 75011 Paris France,"48.866859, 2.36525"
LA FEMME INVISIBLE,AGATHE TEYSSIER,SAINT DENIS,75010,PORT SAINT DENIS 75010 Paris France,
ENVOYES (TRES) SPECIAUX,FREDERIC AUBURTIN,DE MARIVAUX,75002,RUE DE MARIVAUX 75002 Paris France,
ENVOYES (TRES) SPECIAUX,FREDERIC AUBURTIN,FAVART,75002,RUE FAVART 75002 Paris France,"48.870826, 2.338007"
RETOMBER AMOUREUSE,PIERRE TRIVIDIC,DE L'HOMME,75016,MUSEE DE L'HOMME 75016 Paris France,
LA FEMME INVISIBLE,AGATHE TEYSSIER,MAZAGRAN,75010,RUE MAZAGRAN 75010 Paris France,
ENVOYES (TRES) SPECIAUX,FREDERIC AUBURTIN,BOIELDIEU,75002,PLACE BOIELDIEU 75002 Paris France,"48.870721, 2.337954"
ENVOYES (TRES) SPECIAUX,FREDERIC AUBURTIN,BOIELDIEU,75002,PLACE BOIELDIEU 75002 Paris France,"48.870721, 2.337954"
L'INSTINCT DE MORT ET L'ENNEMI PUBLIC N?1,JEAN FRANCOIS RICHET,BLANCHE,75009,RUE BLANCHE 75009 Paris France,"48.880403, 2.331408"
L'INSTINCT DE MORT ET L'ENNEMI PUBLIC N?1,JEAN FRANCOIS RICHET,FONTAINE,75009,RUE FONTAINE 75009 Paris France,"48.882139, 2.333733"
ENVOYES (TRES) SPECIAUX,FREDERIC AUBURTIN,DE MARIVAUX,75002,RUE DE MARIVAUX 75002 Paris France,
COLUCHE,ANTOINE DE CAUNES,B. NOUVELLE /P.ST DENIS/FG POISSONNIERE,75010,BOULEVARD B. NOUVELLE /P.ST DENIS/FG POISSONNIERE 75010 Paris France,
COLUCHE,ANTOINE DE CAUNES,DE PRONY,75017,RUE DE PRONY 75017 Paris France,"48.882568, 2.303638"
LA FEMME INVISIBLE,AGATHE TEYSSIER,DES SAINTS PERES,75006,RUE DES SAINTS PERES 75006 Paris France,"48.85511, 2.33076"
LA FEMME INVISIBLE,AGATHE TEYSSIER,BONAPARTE,75006,RUE BONAPARTE 75006 Paris France,"48.853487, 2.333356"
LA FEMME INVISIBLE,AGATHE TEYSSIER,SAINT GERMAIN,75006,BOULEVARD SAINT GERMAIN 75006 Paris France,"48.853221, 2.335691"
LA FEMME INVISIBLE,AGATHE TEYSSIER,JACOB,75006,RUE JACOB 75006 Paris France,"48.855349, 2.334397"
RETOMBER AMOUREUSE,PIERRE TRIVIDIC,DES BOULEVARDS EXTERIEURS,75017,TUNNEL DES BOULEVARDS EXTERIEURS 75017 Paris France,
RETOMBER AMOUREUSE,PIERRE TRIVIDIC,DAUMESNIL,75012,AVENUE DAUMESNIL 75012 Paris France,"48.837878, 2.400242"
MICMACS A TIRE LARIGOT,JEAN PIERRE JEUNET,DE L'OURCQ,75019,PONT DE L'OURCQ 75019 Paris France,
FROM PARIS WITH LOVE,PIERRE MOREL,D'IVRY,75013,AVENUE D'IVRY 75013 Paris France,"48.823777, 2.364813"
FROM PARIS WITH LOVE,PIERRE MOREL,DE CHOISY,75013,AVENUE DE CHOISY 75013 Paris France,"48.825511, 2.360435"
FROM PARIS WITH LOVE,PIERRE MOREL,DES ARTS,75001,PASSERELLE DES ARTS 75001 Paris France,"48.858795, 2.337747"
FROM PARIS WITH LOVE,PIERRE MOREL,AUMONT,75013,RUE AUMONT 75013 Paris France,
COCO AVANT CHANEL,ANNE FONTAINE,INGRES,75016,AVENUE INGRES 75016 Paris France,"48.85738, 2.267647"
FROM PARIS WITH LOVE,PIERRE MOREL,DU DISQUE,75013,RUE DU DISQUE 75013 Paris France,"48.824329, 2.365716"
MICMACS A TIRE LARIGOT,JEAN PIERRE JEUNET,AVANT LE PONT DE L'OURCQ (GRUE),75019,CHAUSSEE AVANT LE PONT DE L'OURCQ (GRUE) 75019 Paris France,
MICMACS A TIRE LARIGOT,JEAN PIERRE JEUNET,DE LA MARNE,75019,QUAI DE LA MARNE 75019 Paris France,"48.889903, 2.383087"
"NON, MA FILLE",CHRISTOPHE HONORE,SAINT YVES,75014,RUE SAINT YVES 75014 Paris France,"48.82567, 2.334445"
"NON, MA FILLE",CHRISTOPHE HONORE,REILLE,75014,AVENUE REILLE 75014 Paris France,"48.824245, 2.336254"
"NON, MA FILLE",CHRISTOPHE HONORE,DU PARC,75014,RUE DU PARC 75014 Paris France,
"NON, MA FILLE",CHRISTOPHE HONORE,GEORGE BRAQUE,75014,RUE GEORGE BRAQUE 75014 Paris France,
"NON, MA FILLE",CHRISTOPHE HONORE,NANSOUTY,75014,RUE NANSOUTY 75014 Paris France,"48.823497, 2.335711"
RTT,FREDERIC BERTHE,PORT,75008,RUE PORT 75008 Paris France,
RTT,FREDERIC BERTHE,DU GENERAL FOY,75008,RUE DU GENERAL FOY 75008 Paris France,
RTT,FREDERIC BERTHE,DE LA RUE DU ROCHER,75008,PONT DE LA RUE DU ROCHER 75008 Paris France,
RTT,FREDERIC BERTHE,DU ROCHER,75008,RUE DU ROCHER 75008 Paris France,"48.878133, 2.320013"
RTT,FREDERIC BERTHE,DE NAPLES,75008,RUE DE NAPLES 75008 Paris France,
RTT,FREDERIC BERTHE,DE MADRID,75008,RUE DE MADRID 75008 Paris France,"48.878492, 2.320963"
FROM PARIS WITH LOVE,PIERRE MOREL,DE LA TRINITE (OU RUE DE CHEVERUS),75009,RUE DE LA TRINITE (OU RUE DE CHEVERUS) 75009 Paris France,
LA BLONDE AUX SEINS NUS,MANUEL PRADAL,DES GRANDS AUGUSTINS (PENICHE),75006,QUAI DES GRANDS AUGUSTINS (PENICHE) 75006 Paris France,
LE PERE DE MES ENFANTS,MIA HANSEN LOVE,BOSSUET,75010,RUE BOSSUET 75010 Paris France,"48.878601, 2.352245"
LE PERE DE MES ENFANTS,MIA HANSEN LOVE,DE LA LUNE,75002,RUE DE LA LUNE 75002 Paris France,"48.86976, 2.349727"
G.I. JOE / DARK SKY,STEPHEN SOMMERS,DE VARSOVIE,75009,PLACE DE VARSOVIE 75009 Paris France,
LE PETIT NICOLAS,LAURENT TIRARD,FROCHOT,75009,AVENUE FROCHOT 75009 Paris France,
LE PETIT NICOLAS,LAURENT TIRARD,FOYATIER - ECOLE,75018,RUE FOYATIER - ECOLE 75018 Paris France,
G.I. JOE / DARK SKY,STEPHEN SOMMERS,ARC DE TRIOMPHE,75008,PARVIS ARC DE TRIOMPHE 75008 Paris France,
G.I. JOE / DARK SKY,STEPHEN SOMMERS,DES CHAMPS ELYSEES,75008,AVENUE DES CHAMPS ELYSEES 75008 Paris France,"48.869576, 2.30825"
DEMAIN DES L'AUBE,DENIS DERCOURT,DE BELZUNCE,75010,RUE DE BELZUNCE 75010 Paris France,"48.879403, 2.351612"
DEMAIN DES L'AUBE,DENIS DERCOURT,SAINT VINCENT DE PAUL,75008,EGLISE SAINT VINCENT DE PAUL 75008 Paris France,
DEMAIN DES L'AUBE,DENIS DERCOURT,BOSSUET,75010,RUE BOSSUET 75010 Paris France,"48.878601, 2.352245"
TELLEMENT PROCHES,E.TOLEDANO/O.NAKACHE,LEON BLUM,75011,PLACE LEON BLUM 75011 Paris France,"48.857789, 2.380024"
THE REBOUND,B. FREUNDLICH,VICTOR HUGO,75016,AVENUE VICTOR HUGO 75016 Paris France,"48.868405, 2.282084"
THE REBOUND,B. FREUNDLICH,DE SOLFERINO,75007,PASSERELLE DE SOLFERINO 75007 Paris France,
THE REBOUND,B. FREUNDLICH,DU PARVIS,75004,PLACE DU PARVIS 75004 Paris France,"48.853733, 2.348382"
THE REBOUND,B. FREUNDLICH,ROYAL,75007,PONT ROYAL 75007 Paris France,
LA FILLE DU RER,ANDRE TECHINE,DE VAUGIRARD,75015,BOULEVARD DE VAUGIRARD 75015 Paris France,"48.841455, 2.317865"
THE REBOUND,B. FREUNDLICH,HENRI MARTIN,75016,AVENUE HENRI MARTIN 75016 Paris France,
THE REBOUND,B. FREUNDLICH,SAINT LOUIS,75004,PONT SAINT LOUIS 75004 Paris France,"48.852745, 2.352713"
THE REBOUND,B. FREUNDLICH,BOURBON,75004,QUAI BOURBON 75004 Paris France,"48.853023, 2.355285"
"KOUTOUSOV, GAMBIT RUSSE",DIMITRY TOMASHPOLSKI,DE L'ARC DE TRIOMPHE,75017,RUE DE L'ARC DE TRIOMPHE 75017 Paris France,"48.876296, 2.29404"
"KOUTOUSOV, GAMBIT RUSSE",DIMITRY TOMASHPOLSKI,MAC MAHON,75017,AVENUE MAC MAHON 75017 Paris France,"48.876498, 2.294553"
"KOUTOUSOV, GAMBIT RUSSE",DIMITRY TOMASHPOLSKI,DES ACACIAS,75017,RUE DES ACACIAS 75017 Paris France,
EDEN A L'OUEST,COSTA GAVRAS,DE LYON,75012,RUE DE LYON 75012 Paris France,"48.84936, 2.370798"
EDEN A L'OUEST,COSTA GAVRAS,SAINT GERMAIN,75007,BOULEVARD SAINT GERMAIN 75007 Paris France,"48.854821, 2.329193"
